lag_index,lag_fs,dimensionless_weight,equivalent_kernel_1_s,continuous_kernel_1_s
401,1002.5,-4.733147037913625e-08,-18932588.1516545,-18945351.395520374
402,1005.0000000000001,-5.1098869173193284e-08,-20439547.669277314,-20451830.41542166
403,1007.5000000000001,-5.449779094309407e-08,-21799116.37723763,-21810917.283288177
404,1009.9999999999999,-5.7542685598338406e-08,-23017074.239335362,-23028393.286302708
405,1012.5,-6.02480039510522e-08,-24099201.58042088,-24110039.989463713
406,1015.0,-6.262816050335712e-08,-25051264.201342847,-25061624.352582194
407,1017.5,-6.469749866998049e-08,-25878999.467992194,-25888884.821454853
408,1020.0000000000001,-6.647025837227618e-08,-26588103.34891047,-26597518.367671866
409,1022.4999999999999,-6.796054593773649e-08,-27184218.375094596,-27193168.45067917
410,1025.0,-6.918230623730201e-08,-27672922.494920805,-27681413.875009034
411,1027.5,-7.014929699127386e-08,-28059718.796509545,-28067758.514994532
412,1030.0,-7.08750651734235e-08,-28350026.069369398,-28357621.87879235
413,1032.5,-7.137292544191904e-08,-28549170.176767614,-28556330.483158942
414,1035.0,-7.165594052497904e-08,-28662376.209991615,-28669110.010131128
415,1037.5,-7.17369034886658e-08,-28694761.395466316,-28701078.216573644
416,1040.0,-7.162832181396531e-08,-28651328.725586124,-28657238.56744243
417,1042.5,-7.134240321023074e-08,-28536961.284092296,-28542474.563589327
418,1045.0,-7.089104309219379e-08,-28356417.236877516,-28361544.734984197
419,1047.5,-7.028581364804882e-08,-28114325.45921953,-28119078.270349342
420,1050.0,-6.953795442658768e-08,-27815181.770635076,-27819571.254394583
421,1052.5,-6.865836437199015e-08,-27463345.74879606,-27467383.484087747
422,1055.0,-6.765759523564596e-08,-27063038.094258387,-27066735.835708413
423,1057.5,-6.654584629528745e-08,-26618338.51811498,-26621708.154790763
424,1060.0,-6.533296031273717e-08,-26133184.12509487,-26136237.641475458
425,1062.5,-6.402842066271765e-08,-25611368.26508706,-25614117.70424414
426,1065.0,-6.264134956640463e-08,-25056539.82656185,-25058997.255507357
427,1067.5,-6.1180507364744e-08,-24472202.9458976,-24474380.423050407
428,1070.0,-5.96542927679634e-08,-23861717.10718536,-23863626.65190763
429,1072.5,-5.8070744019205356e-08,-23228297.607682142,-23229951.171833158
430,1075.0,-5.64375409117592e-08,-22575016.36470368,-22576425.806157224
431,1077.5,-5.4762007600987826e-08,-21904803.04039513,-21905980.098465655
432,1080.0,-5.305111615370691e-08,-21220446.461482763,-21221402.7342024
433,1082.5,-5.131149077947973e-08,-20524596.311791893,-20525343.23498093
434,1085.0,-4.9549412690034055e-08,-19819765.07601362,-19820313.904085394
435,1087.5,-4.777082553477804e-08,-19108330.213911217,-19108692.002350908
436,1090.0,-4.598134136218242e-08,-18392536.54487297,-18392722.134331077
437,1092.5,-4.418624705860793e-08,-17674498.82344317,-17674518.825382277
438,1095.0,-4.239051121797638e-08,-16956204.487190552,-16956069.271024387
439,1097.5,-4.059879139750611e-08,-16239516.559002444,-16239236.24066705
440,1100.0,-3.8815441716561913e-08,-15526176.686624765,-15525761.118520215
441,1102.5,-3.7044520757486653e-08,-14817808.302994661,-14817267.065237889
442,1105.0,-3.528979972909726e-08,-14115919.891638905,-14115262.284566708
443,1107.5,-3.355477085532302e-08,-13421908.342129208,-13421143.379992526
444,1110.0,-3.184265595324997e-08,-12737062.381299987,-12736198.787090836
445,1112.5,-3.015641516659582e-08,-12062566.066638328,-12061612.2679907
446,1115.0,-2.849875582237763e-08,-11399502.328951051,-11398466.455059566
447,1117.5,-2.687214138024689e-08,-10748856.552098757,-10747746.43159856
448,1120.0,-2.5278800445651503e-08,-10111520.1782606,-10110343.338013299
449,1122.5,-2.3720735819631212e-08,-9488294.327852486,-9487057.992584636
450,1125.0,-2.219973355967354e-08,-8879893.423869416,-8878604.516610276
451,1127.5,-2.0717372027636722e-08,-8286948.811054689,-8285613.954322535
452,1130.0,-1.9275030902289114e-08,-7710012.360915645,-7708637.878601808
453,1132.5,-1.787390013551963e-08,-7149560.054207852,-7148151.974110215
454,1135.0,-1.6514988832735152e-08,-6605995.533094061,-6604559.590052304
455,1137.5,-1.5199134039383964e-08,-6079653.6157535855,-6078195.255340311
456,1140.0,-1.3927009416919386e-08,-5570803.766767754,-5569328.149491286
457,1142.5,-1.26991337928555e-08,-5079653.5171422,-5078165.523117707
458,1145.0,-1.1515879570854002e-08,-4606351.8283416005,-4604856.062389304
459,1147.5,-1.0377480988027075e-08,-4150992.39521083,-4149493.1923409905
460,1150.0,-9.284042207839554e-09,-3713616.8831358217,-3712118.314382494
461,1152.5,-8.235545238149451e-09,-3294218.0952597805,-3292723.973826067
462,1155.0,-7.231857665031261e-09,-2892743.0660125045,-2891256.9536921247
463,1157.5,-6.272740194091087e-09,-2509096.0776364347,-2507621.2914773356
464,1160.0,-5.357853991997307e-09,-2143141.596798923,-2141681.2159771034
465,1162.5,-4.48676782192468e-09,-1794707.1287698718,-1793264.0016420516
466,1165.0,-3.658964967533595e-09,-1463585.987013438,-1462162.7383194459
467,1167.5,-2.87384994099046e-09,-1149539.976396184,-1148139.014583029
468,1170.0,-2.1307549713715547e-09,-852301.9885486219,-850925.5131897312
469,1172.5,-1.4289462705894667e-09,-571578.5082357867,-570228.5175205182
470,1175.0,-7.676300747314391e-10,-307052.02989257564,-305730.32816195977
471,1177.5,-1.4595845941075466e-10,-58383.38376430186,-57091.589071191076
472,1180.0,4.3696507160022975e-10,174786.0286400919,176046.4769677848
473,1182.5,9.820802245557608e-10,392832.0898223043,394059.92363480263
474,1185.0,1.4903647802539401e-09,596145.912101576,597340.0269151268
475,1187.5,1.962829683845634e-09,785131.8735382536,786291.3210752382
476,1190.0,2.4005143583826857e-09,960205.7433530743,961329.72414958
477,1192.5,2.8044822400737496e-09,1121792.8960294998,1122880.7521257813
478,1195.0,3.1758165327756533e-09,1270326.6131102613,1271377.8208371797
479,1197.5,3.5156161788386676e-09,1406246.471535467,1407260.6344097927
480,1200.0,3.824992043050382e-09,1529996.8172201528,1530973.6589598143
481,1202.5,4.105063306078448e-09,1642025.3224313792,1642964.6801012736
482,1205.0,4.356954063501521e-09,1742781.6254006082,1743683.4426983485
483,1207.5,4.581790126234624e-09,1832716.0504938497,1833580.3711838138
484,1210.0,4.780696017901299e-09,1912278.4071605196,1913105.3686639539
485,1212.5,4.954792164478864e-09,1981916.8657915455,1982706.6929390612
486,1215.0,5.105192271341994e-09,2042076.9085367974,2042829.9074894858
487,1217.5,5.233000882655709e-09,2093200.3530622837,2093916.9054061088
488,1220.0,5.339311117917099e-09,2135724.4471668396,2136405.004184893
489,1222.5,5.425202580317454e-09,2170081.0321269818,2170726.109252893
490,1225.0,5.49173943148922e-09,2196695.7725956882,2197305.9440511856
491,1227.5,5.539968627117491e-09,2215987.4508469966,2216563.3444658066
492,1230.0,5.57091830782854e-09,2228367.323131416,2228909.6153710284
493,1232.5,5.585596339721168e-09,2234238.5358884674,2234747.947030837
494,1235.0,5.58498899887575e-09,2233995.5995503,2234472.889091844
495,1237.5,5.570059794162506e-09,2228023.9176650024,2228469.879895946
496,1240.0,5.541748422672469e-09,2216699.3690689877,2217114.828841427
497,1242.5,5.500969852110394e-09,2200387.9408441577,2200773.7495278683
498,1245.0,5.448613524519094e-09,2179445.4098076373,2179802.441432212
499,1247.5,5.385542675746896e-09,2154217.0702987583,2154546.2178802537
500,1250.0,5.3125937651236894e-09,2125037.5060494756,2125339.6780994576
501,1252.5,5.2305760098768015e-09,2092230.4039507206,2092506.5211651206
502,1255.0,5.140271018891835e-09,2056108.407556734,2056359.399681747
503,1257.5,5.042432520508141e-09,2016973.0082032564,2017199.811075276
504,1260.0,4.937786179131305e-09,1975114.471652522,1975318.024408596
505,1262.5,4.827029495544253e-09,1930811.7982177013,1930993.0406731677
506,1265.0,4.710831785906283e-09,1884332.714362513,1884492.5845518196
507,1267.5,4.5898342345418615e-09,1835933.6938167445,1836073.1256936798
508,1270.0,4.464650015739509e-09,1785860.0062958037,1785979.9275889185
509,1272.5,4.3358644799049545e-09,1734345.791961982,1734447.1221810149
510,1275.0,4.204035399539757e-09,1681614.1598159028,1681697.808404734
511,1277.5,4.069693270647843e-09,1627877.308259137,1627944.1728909295
512,1280.0,3.933341665307064e-09,1573336.6661228256,1573387.6311326886
513,1282.5,3.795457631279133e-09,1518183.0525116532,1518218.9874622424
514,1285.0,3.6564921346701044e-09,1462596.8538680417,1462618.6122434086
515,1287.5,3.5168705417942098e-09,1406748.216717684,1406756.6347406986
516,1290.0,3.376993136534786e-09,1350797.2546139143,1350793.1501824125
517,1292.5,3.2372356696380368e-09,1294894.2678552147,1294878.439592314
518,1295.0,3.0979499365178684e-09,1239179.9746071473,1239153.2010208173
519,1297.5,2.9594643802918054e-09,1183785.7521167223,1183748.7908639906
520,1300.0,2.822084716909478e-09,1128833.8867637913,1128787.4740148706
521,1302.5,2.6860945793762458e-09,1074437.8317504984,1074382.6816481557
522,1305.0,2.551756178213666e-09,1020702.4712854665,1020639.2754950819
523,1307.5,2.419310975436804e-09,967724.3901747217,967653.8175204332
524,1310.0,2.2889803694649265e-09,915592.1477859706,915514.8439684636
525,1312.5,2.160966388516421e-09,864386.5554065685,864303.142798062
526,1315.0,2.035452390171026e-09,814180.9560684104,814092.0335805467
527,1317.5,1.9126037649128056e-09,765041.5059651223,764947.6489854704
528,1320.0,1.7925686415941204e-09,717027.4566376482,716929.217030718
529,1322.5,1.6754785928860534e-09,670191.4371544213,670089.3433230672
530,1325.0,1.561449338902129e-09,624579.7355608516,624474.2925641537
531,1327.5,1.4505814473011977e-09,580232.578920479,580124.2686442129
532,1330.0,1.3429610282909786e-09,537184.4113163914,537073.692692376
533,1332.5,1.2386604230661918e-09,495464.16922647675,495351.4784971071
534,1335.0,1.1377388843242292e-09,455095.55372969166,454981.30475419195
535,1337.5,1.0402432476074013e-09,416097.2990429605,415981.88364189496
536,1340.0,9.462085923227762e-10,378483.4369291105,378367.2252638862
537,1342.5,8.556588913896621e-10,342263.55655586487,342146.89754003566
538,1345.0,7.68607648560029e-10,307443.05942401156,307326.28116335056
539,1347.5,6.850585225490386e-10,274023.40901961544,273906.8192779602
540,1350.0,6.050059372008953e-10,242002.37488035814,241886.2615684807
541,1352.5,5.284356770001023e-10,211374.27080004092,211258.90248475026
542,1355.0,4.553254673190944e-10,182130.18692763775,182015.81335863096
543,1357.5,3.8564553887097983e-10,154258.21554839192,154145.06820029693
544,1360.0,3.19359175910047e-10,127743.6703640188,127631.96299132866
545,1362.5,2.564232477933324e-10,102569.29911733295,102459.2283199739
546,1365.0,1.967887235835554e-10,78715.48943342216,78607.23523083204
547,1367.5,1.4040116943763862e-10,56160.46777505545,56054.19418678159
548,1370.0,8.720122858519412e-11,34880.49143407765,34776.34706495587
549,1372.5,3.712508375854014e-11,14850.033503416056,14748.152131574276
550,1375.0,-9.89509801034981e-12,-3958.039204139924,-4057.5380381787695
551,1377.5,-5.39307382600028e-11,-21572.29530400112,-21669.305708665634
552,1380.0,-9.505643762301484e-11,-38022.57504920594,-38117.004195182446
553,1382.5,-1.3334958394497184e-10,-53339.833577988735,-53431.60111486238
554,1385.0,-1.6888997789895275e-10,-67555.9911595811,-67645.02863710347
555,1387.5,-2.017594759572541e-10,-80703.79038290163,-80790.0406780833
556,1390.0,-2.3204165054591903e-10,-92816.66021836762,-92900.0769694939
557,1392.5,-2.5982146717457005e-10,-103928.58686982802,-104009.13391843747
558,1395.0,-2.8518497830337987e-10,-114073.99132135195,-114151.64216308498
559,1397.5,-3.0821903368104313e-10,-123287.61347241726,-123362.35071760802
560,1400.0,-3.2901100686189155e-10,-131604.40274475663,-131676.2175895351
561,1402.5,-3.4764853758720183e-10,-139059.41503488075,-139128.30674348047
562,1405.0,-3.642192896946685e-10,-145687.7158778674,-145753.69127677643
563,1407.5,-3.788107242013061e-10,-151524.28968052246,-151587.36266501396
564,1410.0,-3.9150988718829533e-10,-156603.95487531813,-156664.14592886996
565,1412.5,-4.0240321210167026e-10,-160961.28484066812,-161018.62056767935
566,1415.0,-4.115763360699032e-10,-164630.53442796128,-164685.0471001472
567,1417.5,-4.1911392982860807e-10,-167645.57193144324,-167697.2990481972
568,1420.0,-4.2509954083327593e-10,-170039.81633331036,-170088.80019629304
569,1422.5,-4.296154491334951e-10,-171846.17965339802,-171892.46695555618
570,1425.0,-4.3274253557611694e-10,-173097.01423044677,-173140.6556595997
571,1427.5,-4.3456016190037067e-10,-173824.06476014826,-173865.11461725342
572,1430.0,-4.351460622847831e-10,-174058.42491391324,-174096.94074606212
573,1432.5,-4.3457624590413073e-10,-173830.49836165228,-173866.54060982008
574,1435.0,-4.3292491005401835e-10,-173169.96402160733,-173203.59568312683
575,1437.5,-4.3026436340146517e-10,-172105.74536058606,-172137.03166629383
576,1440.0,-4.2666495892154453e-10,-170665.9835686178,-170694.99167456938
577,1442.5,-4.221950360829457e-10,-168878.01443317826,-168904.8131268195
578,1445.0,-4.169208718490663e-10,-166768.34873962653,-166793.00816026313
579,1447.5,-4.109066400658378e-10,-164362.6560263351,-164385.24739970994
580,1450.0,-4.042143788128794e-10,-161685.75152515178,-161706.34691194046
581,1452.5,-3.9690396530080984e-10,-158761.58612032395,-158780.25817830887
582,1455.0,-3.8903309790434635e-10,-155613.23916173854,-155630.06092141243
583,1457.5,-3.806572849283008e-10,-152262.91397132032,-152277.95862465617
584,1460.0,-3.718298397116682e-10,-148731.9358846673,-148745.2765867663
585,1462.5,-3.6260188168350426e-10,-145040.7526734017,-145052.46235671543
586,1465.0,-3.5302234299331085e-10,-141208.93719732435,-141219.08839814467
587,1467.5,-3.4313798034808335e-10,-137255.19213923335,-137263.85683611917
588,1470.0,-3.3299339169790614e-10,-133197.35667916245,-133204.6061429679
589,1472.5,-3.2263103742205e-10,-129052.41496882,-129058.31962398073
590,1475.0,-3.120912656778939e-10,-124836.50627115756,-124841.13556788496
591,1477.5,-3.0141234158550483e-10,-120564.93663420193,-120568.35893122091
592,1480.0,-2.9063047993143865e-10,-116252.19197257546,-116254.47443005272
593,1482.5,-2.797798810862219e-10,-111911.95243448876,-111913.16091677904
594,1485.0,-2.688927698409073e-10,-107557.10793636291,-107557.30692420765
595,1487.5,-2.5799943687913355e-10,-103199.77475165341,-103199.02726346256
596,1490.0,-2.471282826122198e-10,-98851.31304488792,-98849.6805667361
597,1492.5,-2.3630586311584916e-10,-94522.34524633967,-94519.88767030597
598,1495.0,-2.2555693791799179e-10,-90222.77516719671,-90219.5507376872
599,1497.5,-2.1490451939868457e-10,-85961.80775947383,-85957.8730271531
600,1500.0,-2.0436992357320236e-10,-81747.96942928094,-81743.37921226383
601,1502.5,-1.939728220410072e-10,-77589.12881640288,-77583.93616833881
602,1505.0,-1.8373129489352635e-10,-73492.51795741054,-73486.77414211433
603,1507.5,-1.7366188438438026e-10,-69464.7537537521,-69458.50822603371
604,1510.0,-1.6377964917608799e-10,-65511.859670435195,-65505.16006278863
605,1512.5,-1.540982189874919e-10,-61639.28759499676,-61632.17970980827
606,1515.0,-1.446298494761638e-10,-57851.93979046553,-57844.46759742279
607,1517.5,-1.353854771999076e-10,-54154.19087996305,-54146.39651833474
608,1520.0,-1.2637477451104981e-10,-50549.90980441993,-50541.83358990097
609,1522.5,-1.1760620424661033e-10,-47042.48169864413,-47034.162134459504
610,1525.0,-1.0908707408658106e-10,-43634.82963463242,-43626.30342660019
611,1527.5,-1.0082359046143231e-10,-40329.43618457292,-40320.73825984249
612,1530.0,-9.28209118986062e-11,-37128.36475944248,-37119.52828862496
613,1532.5,-8.508320170614107e-11,-34033.280682456425,-34024.33710488204
614,1535.0,-7.761367989968629e-11,-31045.471959874518,-31036.451011708163
615,1537.5,-7.041467428700038e-11,-28165.869714800152,-28156.79945976956
616,1540.0,-6.348767063161615e-11,-25395.06825264646,-25385.975115135378
617,1542.5,-5.683336182463277e-11,-22733.344729853106,-22724.253530126396
618,1545.0,-5.045169600063262e-11,-20180.678400253048,-20171.612391591505
619,1547.5,-4.4341923540454846e-11,-17736.769416181938,-17727.75032370715
620,1550.0,-3.850264291002425e-11,-15401.0571640097,-15392.105224995617
621,1552.5,-3.293184529062355e-11,-13172.73811624942,-13163.872121722703
622,1555.0,-2.762695796191919e-11,-11050.783184767677,-11042.020522207833
623,1557.5,-2.25848864046797e-11,-9033.95456187188,-9025.31125883413
624,1560.0,-1.780205509551255e-11,-7120.82203820502,-7112.312806693003
625,1562.5,-1.3274446971035261e-11,-5309.778788414104,-5301.417069844396
626,1565.0,-8.997641543753765e-12,-3599.056617501506,-3590.8546281036897
627,1567.5,-4.966851656491824e-12,-1986.7406625967296,-1978.7094391080993
628,1570.0,-1.1769588665511667e-12,-470.7835466204667,-462.93299213547004
629,1572.5,2.3774525451476135e-12,950.9810180590454,958.6420882071741
630,1575.0,5.70206294084719e-12,2280.8251763388757,2288.2889887891415
631,1577.5,8.802786065980251e-12,3521.1144263921005,3528.3742041684714
632,1580.0,1.1685739156390453e-11,4674.295662556181,4681.345579787359
633,1582.5,1.4357214403571594e-11,5742.885761428637,5749.720898472525
634,1585.0,1.682365176582423e-11,6729.460706329692,6736.077005390709
635,1587.5,1.909161311053939e-11,7636.645244215755,7643.039465540577
636,1590.0,2.1167757670321003e-11,8467.103068128401,8473.272746854322
637,1592.5,2.3058818793374654e-11,9223.527517349861,9229.47092107663
638,1595.0,2.4771581966484665e-11,9908.632786593866,9914.348873742301
639,1597.5,2.6312864087004718e-11,10525.145634801887,10530.634013816762
640,1600.0,2.768949395855081e-11,11075.797583420324,11081.058472869818
641,1602.5,2.8908293983537724e-11,11563.31759341509,11568.351783031694
642,1605.0,2.997606302430801e-11,11990.425209723206,11995.234022428724
643,1607.5,3.0899560403380826e-11,12359.82416135233,12364.40941630118
644,1610.0,3.168549101226909e-11,12674.196404907636,12678.560381580566
645,1612.5,3.234049149738996e-11,12936.196598955983,12940.342002329251
646,1615.0,3.28711174908023e-11,13148.446996320921,13152.376923134067
647,1617.5,3.3283831852849353e-11,13313.532741139741,13317.250647278483
648,1620.0,3.358499389325656e-11,13433.997557302624,13437.507226310983
649,1622.5,3.3780849536819956e-11,13512.339814727982,13515.645327459984
650,1625.0,3.3877522399529517e-11,13551.008959811807,13554.114665228193
651,1627.5,3.3881005740773024e-11,13552.40229630921,13555.312783422694
652,1630.0,3.3797155257179876e-11,13518.86210287195,13521.582173841036
653,1632.5,3.36316826836674e-11,13452.67307346696,13455.207717834885
654,1635.0,3.3390150167343895e-11,13356.060066937558,13358.414437010455
655,1637.5,3.3077965380093316e-11,13231.186152037326,13233.365539393659
656,1640.0,3.270037733592475e-11,13080.150934369898,13082.160747490167
657,1642.5,3.2262472879486195e-11,12904.989151794478,12906.834894797748
658,1645.0,3.1769173812533523e-11,12707.669525013409,12709.356777486626
659,1647.5,3.122523462559548e-11,12490.093850238192,12491.62824814045
660,1650.0,3.063524080258069e-11,12254.096321032275,12255.483538656108
661,1652.5,3.000360766662739e-11,12001.443066650956,12002.68879962015
662,1655.0,2.9334579736104373e-11,11733.83189444175,11734.941843724537
663,1657.5,2.8632230560312075e-11,11452.89222412483,11453.872081039028
664,1660.0,2.7900463005117153e-11,11160.185202046861,11161.040634233834
665,1662.5,2.7143009959472262e-11,10857.203983788904,10857.940622131002
666,1665.0,2.6363435434516382e-11,10545.374173806553,10545.997600262313
667,1667.5,2.5565136027722266e-11,10226.054411088906,10226.57014741973
668,1670.0,2.4751342725355837e-11,9900.537090142334,9900.950587503168
669,1672.5,2.3925123017319127e-11,9570.049206927652,9570.365836294677
670,1675.0,2.3089383299282544e-11,9235.753319713018,9235.978363119548
671,1677.5,2.2246871537849097e-11,8898.748615139639,8898.887257692426
672,1680.0,2.1400180175344162e-11,8560.072070137665,8560.129392784827
673,1682.5,2.0551749251683144e-11,8220.699700673258,8220.68067369516
674,1685.0,1.9703869721628e-11,7881.547888651199,7881.457365845403
675,1687.5,1.8858686946606553e-11,7543.4747786426215,7543.317492174572
676,1690.0,1.801820434113201e-11,7207.281736452804,7207.062292342998
677,1692.5,1.7184287154716833e-11,6873.714861886733,6873.437736106478
678,1695.0,1.6358666371029716e-11,6543.466548411887,6543.136083558858
679,1697.5,1.5542942706892432e-11,6217.177082756973,6216.797485283316
680,1700.0,1.4738590694551093e-11,5895.436277820437,5895.011615784985
681,1702.5,1.3946962831484015e-11,5578.785132593606,5578.319333911676
682,1705.0,1.3169293782827292e-11,5267.717513130917,5267.214364294423
683,1707.5,1.240670462230039e-11,4962.681848920156,4962.144994161859
684,1710.0,1.1660207098304931e-11,4664.082839321973,4663.515780198296
685,1712.5,1.0930707912643824e-11,4372.283165057529,4371.689260424361
686,1715.0,1.0219013000064944e-11,4087.6052000259774,4086.9876663828104
687,1717.5,9.525831797573218e-12,3810.332719029287,3809.6946312079635
688,1720.0,8.851781493179054e-12,3540.7125972716217,3540.056889445696
689,1722.5,8.197391244452012e-12,3278.956497780805,3278.2859647733508
690,1725.0,7.563106357933372e-12,3025.2425431733486,3024.5598420404804
691,1727.5,6.949292421124917e-12,2779.7169684499668,2779.0246203191637
692,1730.0,6.356239379414219e-12,2542.4957517656876,2541.7961439077594
693,1732.5,5.7841655509191526e-12,2313.666220367661,2312.961608482586
694,1735.0,5.233221572835835e-12,2093.288629134334,2092.5811398314613
695,1737.5,4.7034942734530525e-12,1881.397709381221,1880.6893428353774
696,1740.0,4.195010464556568e-12,1678.004185822627,1677.2968185881496
697,1742.5,3.707740649481586e-12,1483.0962597926343,1482.3916477580997
698,1745.0,3.241602642588032e-12,1296.641057035213,1295.9408385025374
699,1747.5,2.7964650964264445e-12,1118.5860385705778,1117.8917374426055
700,1750.0,2.372150933335151e-12,948.8603733340605,948.1734023958073
701,1752.5,1.9684406786592665e-12,787.3762714637066,786.6979357427083
702,1755.0,1.5850756932129014e-12,634.0302772851605,633.361777477422
703,1757.5,1.221761303013582e-12,488.7045212054328,488.0469571541179
704,1760.0,8.781698247072046e-13,351.26792988288184,350.6223040972516
705,1762.5,5.539434854687101e-13,221.57739418748406,220.9446153907936
706,1765.0,2.486972365118247e-13,99.47889460472987,98.85978129987465
707,1767.5,-3.79785403306311e-14,-15.191416132252439,-15.796132089459043
708,1770.0,-3.0651543318599666e-13,-122.60617327439867,-123.19584310404817
709,1772.5,-5.573645078199273e-13,-222.94580312797095,-223.51985756601857
710,1775.0,-7.909939220820506e-13,-316.39756883282024,-316.95551459063165
711,1777.5,-1.0078866465334268e-12,-403.1546586133707,-403.69607486477037
712,1780.0,-1.2085382904345986e-12,-483.4153161738394,-483.9398510768383
713,1782.5,-1.3934550320529338e-12,-557.3820128211736,-557.8893800813089
714,1785.0,-1.5631516520462031e-12,-625.2606608184813,-625.7506362998415
715,1787.5,-1.7181496684917318e-12,-687.2598673966927,-687.7322857864511
716,1790.0,-1.85897557195992e-12,-743.590228783968,-744.0449803155125
717,1792.5,-1.9861591588736487e-12,-794.4636635494595,-794.9006907889706
718,1795.0,-2.1002319612536676e-12,-840.092784501467,-840.5120792021638
719,1797.5,-2.2017257708214924e-12,-880.690308328597,-881.0919083564759
720,1800.0,-2.291171255316669e-12,-916.4685021266677,-916.852488461145
721,1802.5,-2.369096664782458e-12,-947.6386659129832,-948.0051597254286
722,1805.0,-2.4360266254847567e-12,-974.4106501939027,-974.7598100067316
723,1807.5,-2.4924810190501247e-12,-996.9924076200499,-997.3244265485065
724,1810.0,-2.53897394434193e-12,-1015.589577736772,-1015.9046808154063
725,1812.5,-2.5760127595368105e-12,-1030.4051038147243,-1030.7035454100048
726,1815.0,-2.604097201817379e-12,-1041.6388807269516,-1041.920942037302
727,1817.5,-2.6237185820598036e-12,-1049.4874328239214,-1049.753419468122
728,1820.0,-2.6353590518675796e-12,-1054.143620747032,-1054.3938604415655
729,1822.5,-2.6394909402828866e-12,-1055.7963761131546,-1056.031216438927
730,1825.0,-2.6365761574960653e-12,-1054.630462998426,-1054.8502692569323
731,1827.5,-2.627065662870076e-12,-1050.8262651480304,-1051.0314183069295
732,1830.0,-2.6113989946002984e-12,-1044.5595978401193,-1044.7504925677356
733,1832.5000000000002,-2.590003858339906e-12,-1036.0015433359624,-1036.178586124335
734,1835.0000000000002,-2.5632957721379593e-12,-1025.3183088551837,-1025.4819162307883
735,1837.5000000000002,-2.531677765059106e-12,-1012.6711060236424,-1012.821702844917
736,1839.9999999999998,-2.4955401268814463e-12,-998.2160507525786,-998.3540685932061
737,1842.4999999999998,-2.455260206301809e-12,-982.1040825207236,-982.2299581373351
738,1845.0,-2.4112022551143836e-12,-964.4809020457534,-964.5950759287831
739,1847.5,-2.3637173158703466e-12,-945.4869263481387,-945.5898413542635
740,1850.0,-2.3131431505708416e-12,-925.2572602283367,-925.3493602928786
741,1852.5,-2.259804207994316e-12,-903.9216831977263,-904.0034121253411
742,1855.0,-2.204011627310932e-12,-881.6046509243728,-881.6764512561573
743,1857.5,-2.1460632756911107e-12,-858.4253102764443,-858.4876222315992
744,1860.0000000000002,-2.086243817672066e-12,-834.4975270688263,-834.550787558887
745,1862.5000000000002,-2.0248248141055275e-12,-809.929925642211,-809.9745673558356
746,1864.9999999999998,-1.9620648485705295e-12,-784.8259394282118,-784.8623899843964
747,1867.4999999999998,-1.898209679197734e-12,-759.2838716790936,-759.3125528467283
748,1870.0,-1.8334924139158314e-12,-733.3969655663326,-733.4182925479311
749,1872.5,-1.7681337071953568e-12,-707.2534828781427,-707.2678636554954
750,1875.0,-1.7023419764310991e-12,-680.9367905724397,-680.9446253120417
751,1877.5,-1.636313636170966e-12,-654.5254544683863,-654.5271349843745
752,1880.0,-1.570233348465867e-12,-628.0933393863468,-628.0892486586876
753,1882.5,-1.5042742876823235e-12,-601.7097150729294,-601.7002268186782
754,1885.0000000000002,-1.4385984181868663e-12,-575.4393672747466,-575.4248455700772
755,1887.5000000000002,-1.3733567833781177e-12,-549.3427133512471,-549.3235123020706
756,1889.9999999999998,-1.3086898046092273e-12,-523.4759218436909,-523.452385302635
757,1892.4999999999998,-1.2447275886097275e-12,-497.891035443891,-497.86349677144733
758,1895.0,-1.1815902420814513e-12,-472.6360968325805,-472.60487870027464
759,1897.5,-1.1193881922080787e-12,-447.7552768832315,-447.7206911166533
760,1900.0,-1.058222511882194e-12,-423.2890047528776,-423.25135221247984
761,1902.5,-9.98185248516584e-13,-399.2740994066336,-399.23366990422323
762,1905.0,-9.39359755368923e-13,-375.7439021475692,-375.70097439647225
763,1907.5,-8.818210243696855e-13,-352.7284097478742,-352.6832513447539
764,1910.0000000000002,-8.256360195029316e-13,-330.25440780117265,-330.2072752375965
765,1912.5000000000002,-7.708640098479986e-13,-308.3456039391994,-308.29674264101743
766,1914.9999999999998,-7.175569014471403e-13,-287.02276057885615,-286.97240497155775
767,1917.4999999999998,-6.657595672196493e-13,-266.3038268878597,-266.2522004860979
768,1920.0,-6.155101741972007e-13,-246.20406967888027,-246.1513851984236
769,1922.5,-5.668405074075507e-13,-226.7362029630203,-226.68266245341883
770,1925.0,-5.19776289784786e-13,-207.9105159139144,-207.856310910244
771,1927.5,-4.74337497533626e-13,-189.73499901345042,-189.68031070554275
772,1930.0,-4.3053867042300337e-13,-172.21546816920136,-172.16046758681978
773,1932.5,-3.8838921653020183e-13,-155.35568661208075,-155.3005348245693
774,1935.0000000000002,-3.4789371100123745e-13,-139.15748440049498,-139.10233272947448
775,1937.5000000000002,-3.0905218843591077e-13,-123.6208753743643,-123.56586561809958
776,1939.9999999999998,-2.718604285469229e-13,-108.74417141876917,-108.689436086917
777,1942.4999999999998,-2.363102347819013e-13,-94.52409391276052,-94.46975647020216
778,1945.0,-2.023897056347544e-13,-80.95588225390176,-80.90205737251414
779,1947.5,-1.7008349840888174e-13,-68.03339936355269,-67.98019318072602
