E_dep_cumulative_J,E_dep_fraction,U0_J,case,x_focus_cm,z_m
1.2440281027537026e-09,5.728860379850464e-07,0.00217151059769094,popruzhenko,-94.47999999858439,0.005200000014156103
1.2680856364966075e-09,5.83964746865623e-07,0.00217151059769094,popruzhenko,-94.47000001557171,0.0052999998442828655
1.2921482772654258e-09,5.950458075771872e-07,0.00217151059769094,popruzhenko,-94.45999998599291,0.005400000140070915
1.3162160250601573e-09,6.061292201197388e-07,0.00217151059769094,popruzhenko,-94.45000000298023,0.005499999970197678
1.3402888798808021e-09,6.172149844932779e-07,0.00217151059769094,popruzhenko,-94.44000001996756,0.00559999980032444
1.3643668417273602e-09,6.283031006978045e-07,0.00217151059769094,popruzhenko,-94.42999999038875,0.00570000009611249
1.3884499105998316e-09,6.393935687333185e-07,0.00217151059769094,popruzhenko,-94.42000000737607,0.005799999926239252
1.4125380864982162e-09,6.5048638859982e-07,0.00217151059769094,popruzhenko,-94.40999997779727,0.005900000222027302
1.4366313694225141e-09,6.615815602973091e-07,0.00217151059769094,popruzhenko,-94.3999999947846,0.006000000052154064
1.4607296483504228e-09,6.726790326990248e-07,0.00217151059769094,popruzhenko,-94.39000001177192,0.006099999882280827
1.4848331453265473e-09,6.837789080584889e-07,0.00217151059769094,popruzhenko,-94.37999998219311,0.006200000178068876
1.5089416383062826e-09,6.948810841221796e-07,0.00217151059769094,popruzhenko,-94.36999999918044,0.006300000008195639
1.5330553493342336e-09,7.059856631436185e-07,0.00217151059769094,popruzhenko,-94.36000001616776,0.006399999838322401
1.5571741673880979e-09,7.170925939960449e-07,0.00217151059769094,popruzhenko,-94.34999998658895,0.006500000134110451
1.581297981445573e-09,7.282018255526981e-07,0.00217151059769094,popruzhenko,-94.34000000357628,0.006599999964237213
1.6054270135512638e-09,7.393134600670994e-07,0.00217151059769094,popruzhenko,-94.3300000205636,0.0066999997943639755
1.629561152682868e-09,7.504274464124882e-07,0.00217151059769094,popruzhenko,-94.3199999909848,0.006800000090152025
1.6537002878180829e-09,7.615437334621038e-07,0.00217151059769094,popruzhenko,-94.31000000797212,0.006899999920278788
1.6778446410015135e-09,7.726624234694676e-07,0.00217151059769094,popruzhenko,-94.29999997839332,0.007000000216066837
1.7019941012108575e-09,7.837834653078187e-07,0.00217151059769094,popruzhenko,-94.28999999538064,0.0071000000461936
1.7261486684461147e-09,7.949068589771574e-07,0.00217151059769094,popruzhenko,-94.28000001236796,0.007199999876320362
1.7503083427072852e-09,8.060326044774835e-07,0.00217151059769094,popruzhenko,-94.26999998278916,0.007300000172108412
